65795140	hunt	not	bear	can	7	7	2	2	3	3	1	1	They can not bear direct light and hunt only at night .
76861963	shock	not	bear	ca	17	17	14	14	15	15	13	13	When they come to know the truth , Achappa ' s unwell mother ca not bear the shock and she dies .
24504996	reality	not	bear	can	11	11	7	7	8	8	6	6	Eliot ' s dictum that humankind can not bear very much reality .
11778305	shock	not	bear	can	7	7	4	4	5	5	3	3	But his father can not bear this shock and suffers from a massive heart attack .
15107233	grain	not	bear	can	41	41	39	39	40	40	38	38	In the spring the dark-coloured female lays about 250 to 300 reddish eggs on plants , usually where the stems are covered by leaves ; the larvae feed on the sap and weaken the plants so that they can not bear grain .
54603446	thought	not	bear	ca	5	5	2	2	3	3	1	1	She ca not bear the thought of leaving her two new best friends so she invites them to come along with her .
24373203	thought	not	bear	can	5	5	2	2	3	3	1	1	Erminia can not bear the thought of this , and so the two escape together on a horse provided by Yurias .
43707413	weight	not	bear	can	19	19	16	16	17	17	15	15	So exquisite and lively meanwhile is the feeling of the part affected , that it can not bear the weight of the bedclothes nor the jar of a person walking in the room .
35290287	cross	not	bear	can	10	10	7	7	8	8	6	6	Kempis writes that by ourselves we can not bear the cross , but if we put the trust in the Lord , He will send the strength from heaven .
35805715	compression	not	bear	can	10	10	4	4	5	5	3	3	Liquids and gases can not bear steady uniaxial or biaxial compression , they will deform promptly and permanently and will not offer any permanent reaction force .
17151421	attitude	not	bear	can	42	42	39	39	40	40	38	38	I do not care about my arguments , I do not care about his arguments , and I do not care about anything else that you , me , him , or Joe Bloggs thinks , I just can not bear this attitude .
10584032	thought	not	bear	can	20	20	17	17	18	18	16	16	He says the experience left him with a bad case of claustrophobia , and that he can not bear the thought of a plane ' s small cabin with a locked door .
21466742	weight	not	bear	ca	11	11	5	5	6	6	4	4	Gargamel ' s opponent ca not bear the pillow ' s weight and falls .
16747949	logo	not	bear	can	25	25	20	20	21	21	19	19	It is placed on components which are intended to be part of a UL listed product , but which can not bear the full UL logo themselves .
62695985	capacity	not	bear	can	17	17	14	14	15	15	13	13	The roads passing through the city center is often congested , as it can not bear the capacity of a quarter million populated city .
8257427	madness	not	bear	can	17	17	14	14	15	15	13	13	After realising that he was actually killing a flock of sleep , Ajax can not bear the madness and commits suicide by throwing himself upon a sword embedded in the ground .
65395197	sight	not	bear	can	11	11	8	8	9	9	7	7	To this , Rumata replies that god can not bear the sight of their suffering .
43817883	name	not	bear	can	7	7	4	4	5	5	3	3	Since federal buildings can not bear the name of a living person , Congress approved special legislation allowing for an exemption in the case of Wahlen .
11872977	omnipresence	not	bear	ca	11	11	5	5	6	6	4	4	But when Edith too ca not bear her son ' s omnipresence anymore , they decide to join their forces making Tanguy ' s life a living hell .
17084544	thought	not	bear	can	5	5	2	2	3	3	1	1	I can not bear the thought of your hair turning grey waiting for a worthless man who whether dead or for shame has not dared shown his face again .
56553254	agony	not	bear	can	22	22	19	19	20	20	18	18	So please forgive me , all those I love and may God forgive me too , but I can not bear the agony and it -LSB- is -RSB- best for everyone this way .
8009028	guilt	not	bear	can	10	10	7	7	8	8	6	6	After winning the game , Pete can not bear the guilt of having cheated .
53015896	level	not	bear	can	30	30	26	26	27	27	25	25	Russavia were all harassed , while many Lithuanian related editors already left Wikipedia , I would not be surprised that they left WIki because they can not bear such harassment level -LRB- personally I limited my editing to extreme minimum , for this reason -RRB- .
52153466	sight	not	bear	can	34	34	27	27	29	29	26	26	On the other hand , it is very common for people to have an aversion to a particular food or ingredient to the extent that they can not even bear the smell or the sight of it .
39152088	tension	not	bear	ca	35	35	32	32	33	33	31	31	It ' s a definite favourite of mine , and that ' s coming from someone who ' s been trying to continue Les Mis for the last 5 years but ca not bear the tension of the story , so it must be okay !
54159827	shame	not	bear	can	26	26	20	20	21	21	19	19	She had financial security , but lost out on romance , as her love interest , Karl Sum , can not bear the pressure and relative shame of living with someone who is much more popular .
17084545	thought	not	bear	can	5	5	2	2	3	3	1	1	I can not bear the thought that an electron exposed to a ray should by its own free decision choose the moment and the direction in which it wants to jump away .
8753813	responsibility	not	bear	can	26	26	23	23	24	24	22	22	A '' , it can not be exclusively defined as `` B '' ; if it is `` B '' , it can not bear sole responsibility for `` A '' .
16737936	sight	not	bear	can	10	10	7	7	8	8	6	6	It is so evil that it can not bear the sight of its own reflection .
52983346	undiffference	not	borne	can	23	23	20	20	22	22	19	19	Royal Arms , or Arms of Dominion , are inseparable from the office and rank of royalty , and can not be borne undiffference by any person except the Sovereign .
60757707	tragedy	not	bear	can	16	16	13	13	14	14	12	12	Strauss observed , in response to the poor reviews , `` I can not bear the tragedy of the present time .
27545147	diet	not	bear	can	8	8	5	5	6	6	4	4	However , the child can not bear this diet for more than one season .
49401955	state	not	bear	can	9	9	5	5	6	6	4	4	Occasionally women , who can not bear the pregnant state , make importunate demands for early delivery .
30112959	thought	not	bear	ca	9	9	6	6	7	7	5	5	Frank ' s son and ca not bear the thought of going through this cycle again .
61143433	meaning	not	bear	can	21	21	26	26	27	27	25	25	The courts will not on the basis of any extrinsic materials depart from the clear meaning and give the language a meaning which the language can not bear .
49440220	cover	not	bear	ca	6	6	3	3	4	4	2	2	Now I ca not bear the cover .
