sentence_id	n	v	n_first_index	n_last_index	v_first_index	v_last_index	sentence_text
60262328	election	dread	6	6	4	4	Tammany mayor ; I dread the election of a good one .
60351836	idea	dreads	3	3	1	1	Tessa dreads the idea of living in the suburbs .
60854734	contact	dreading	24	24	20	20	Taijin kyofusho is commonly described as a form of social anxiety -LRB- social phobia -RRB- , with the person suffering dreading and avoiding social contact , and as a subtype of shinkeishitsu -LRB- anxiety disorder -RRB- .
60931816	conflict	dreading	7	7	5	5	Suvannaph u m a , dreading further conflict and apparently trusting Suph a nuvong ' s promises of a moderate policy , gave instructions that the Path e t Lao were not to be resisted , and the U .
61169898	possibility	dreads	19	19	17	17	The crew is unsure of how to explain to her that her mother is lost , and dreads the possibility that Sam may have died .
61618068	speaking	dreaded	9	9	7	7	The Duke of York , Prince Albert dreaded public speaking because he suffered from a severe stammer .
63558846	idea	dreaded	27	27	25	25	The Haitian emigration project ran against the wishes of the American Colonization Society , which attempted to remove free Blacks as far as Africa and dreaded the idea of strengthening the Black state of Haiti .
63682495	offensive	dreaded	41	41	39	39	Their target , Sakishima , had been serving as a refueling base for Japanese aircraft shuttling between Ky u sh u and Formosa and was thus an important link in the chain of airbases which supplied Japan ' s dreaded kamikaze offensive with its deadly aircraft .
64095306	vengeance	dreads	15	15	13	13	The gods sit in it and know all things ; and the offender dreads their vengeance .
64299567	loss	dreaded	38	38	36	36	Their lukewarm attitude towards the British was also fostered by their desire to preserve the accomplished fact of ethnic frontiers of the Albanian State restored by the Italians in 1941 , for they bitterly opposed and dreaded the loss of Kosovo and Debar to Yugoslavia once again , and feared that the Allies in their support of the Greeks might prevent them from claiming Chameria and deprive them of their southern provinces of Kor c e and Gjirokaster , the heartland of their liberation movement .
64469396	job	dreading	4	4	2	2	Though initially dreading the job , Khemri then finds that the ' supply station ' is in fact just a cover for the Adjustment service , the secret service of the Empire .
64629574	day	dreading	17	17	15	15	Though feeling safer now that he has Don Corleone on his side , Bonasera begins dreading the day Corleone asks him a favor ; he has a nightmare of the Don ordering him to bury the bodies of two men he has just killed .
65021830	vengeance	dreads	3	3	1	1	Tope dreads the vengeance of Saul Stark should he betray the conjure-man .
65176505	leader	dreaded	22	22	21	21	Three thousand years ago , the Island of Gorm faced its gravest hour - Magor , the Volcano tribe ' s dreaded leader , was at the zenith of his power .
65554774	daylight	dread	2	2	1	1	They dread daylight , which is fatal to them .
65554775	influence	dreaded	3	3	1	1	They dreaded his influence and courted his favor .
65554776	consequence	dreaded	3	3	1	1	They dreaded the consequence of exploring the route by Mendon and the Honeoye valley for fear of its branching across the Genesee River to intersect the Caledonia and LeRoy Railroad to Batavia .
65554777	order	dread	3	3	1	1	They dread the order `` Over the top !
66452383	visit	dreading	32	32	30	30	This comment , as well as an earlier conflict he had with Chris Rosenberg , Roy ' s second-in-command , damaged his relationship with the crew and led to him dreading every visit to the Gemini Lounge to collect Nino ' s weekly payments .
67076785	uproar	dreading	10	10	8	8	The narrator tries to discourage the relationship , dreading the uproar such a marriage would cause back home in England ; however , he has no objection to the lady , whom he considers very beautiful and noble .
67182330	destruction	dreads	9	9	6	6	The Moon carries a face that dreads its inevitable destruction .
67218923	activity	dreads	6	6	4	4	The more a person dreads an activity , the higher its perceived risk and the more that person wants the risk reduced .
